hatása,effect
szöveg,text
ekkor,at
folyamat,process
katonai,military
képzés,training
oldalán,side
történet,history
internet,Internet
egykori,former
kérdések,questions
kerülnek,they are avoided
megye,county
ipari,industrial
hosszabb,longer
névtelen,anonymous
olvasható,readable
akarok,I want
nyitott,open
köszönöm,Thanks
július,July
fogva,detained
utca,street
pályázati,tender
pályázat,competition
esetleges,potential
segíteni,To help
remélem,hope
országok,countries
csinálni,do
néven,under the name
óriási,giant
április,April
orosz,Russian
gazdag,rich
eredmény,result
kicsi,small
hozzászólás,comment
továbbiakban,in the following
dolgozik,work
címe,it's title
kérdést,question
Károly,Charles
havi,monthly
felelős,responsible
személyi,personal
szoftver,software
vettem,I bought
pozitív,positive
valódi,real
egy,one
két,two
értelmében,in terms of
mikor,when
aktív,active
igaz,true
először,first
tökéletes,perfect
kezdett,started
egyetem,University
zöld,green
érzem,I feel
felelősséget,liability
oktatás,education
életet,life
mindegy,all the same
problémák,problems
oldalt,side
nép,people
hang,voice
többen,more
kívánt,required
pontja,point
levelet,letter
messze,far
kezd,start
utoljára,for the last time
szerző,author
tartalma,content
filmet,film
úgy,business
ilyenkor,at this time
kovács,blacksmith
foglalkozó,career
százalékos,percent
apró,small
megadott,specified
barátom,my friend
eddig,so far
szabadon,free
fiú,boy
mondtam,I said
egyház,church
veszélyes,dangerous
honlap,website
kedvenc,favourite
vezet,lead
világban,in the world
ugyanakkor,at the same time
viszonylag,relatively
kultúra,culture
regisztráció,registration
bárki,anyone
úgynevezett,so -called
párt,party
eszembe,to my mind
nyelven,in language
minisztérium,ministry
nyugati,Western
évente,annually
mindenképpen,in any case
használja,use
fent,above
oldalra,to the side
embereket,people
mindenkit,everyone
úgyhogy,so
hozza,bring
maguk,themselves
értelemben,in the sense of
különbség,difference
foglalkozik,deck
ajánlott,recommended
nyert,won
test,body
szabó,tailor
katolikus,Catholic
klasszikus,classic
uniós,EU
helyre,place
kíván,wish
sorozat,series
erősen,strong
egészséges,healthy
alapítvány,foundation
pontot,point
számomra,for me
komolyan,seriously
hátsó,back
ott,there
les,huh
százalékkal,by percent
rendben,in order
éven,year
jelentősen,significantly
valójában,in fact
rögtön,immediately
valamelyik,one of
immár,now
azután,then
információkat,information
tagok,members
független,independent
délután,afternoon
biztosítja,ensure
néz,look
közepén,in the middle
tartom,I hold it
címen,at
várja,Waiting
alatti,below
híres,famous
cikkek,articles
felső,upper
képeket,images
kellemes,pleasant
innen,from here
biztosít,insure
beszél,talk
költségvetési,budgetary
városi,urban
látta,saw
informatikai,IT
öreg,old
biztosítani,to assure
rosszul,poorly
végül,in the end
zárt,closed
következik,follow
kemény,chimney
kivéve,except
meghatározó,decisive
hallottam,I have heard
sötét,dark
hallgatók,I'm listening
közösen,together
általa,through
hős,hero
tartják,are being kept
színes,colorful
hálózati,network
kaptam,I got
üzenet,message
hiába,in vain
tény,fact
lakás,apartment
valahol,somewhere
élni,to live
megoldást,solution
megyei,county
kettő,two
amúgy,by the way
ahogyan,as
tekintetében,respect
remélem,hope
heti,weekly
vállalat,company
közösség,community
akartam,I wanted
szüksége,need
órakor,hour
életben,in life
sokáig,long
látott,saw
ahogy,as
amivel,with
friss,fresh
Mihály,Michael
legyenek,be
ebből,from
iránti,to
fele,half
gyakorlatilag,practically
felhasználása,use
lehetőségek,opportunities
akarsz,you want
mutat,show
szegény,poor
áron,priced
valahogy,somehow
part,party
lakosság,population
másrészt,on the other hand
lényeg,essence
föld,Earth
problémát,problem
részéről,on its part
számítógépes,computer
ismeretlen,unknown
elérni,to reach
per,grayling
negyedik,fourth
világon,on the world
magában,on the own
példa,example
hallgató,listener
folyamán,during
alkalmazott,applied
hozzászólást,comment
eléggé,sufficiently
helyzetben,in a position
százaléka,percentage
közösségi,communal
gyönyörű,beautiful
asszony,woman
mostani,current
pillanatban,at the moment
mielőtt,before
mindenféle,all kinds of
célra,on purpose
oldalak,pages
információt,information
témát,topic
nézve,view
nyugodtan,calmly
szeretem,I like
időszakban,during periods
kerültek,have been avoided
automatikusan,automatically
vizsgálat,examination
épült,built
hivatal,office
adó,tax
fölött,above
más,other
vasárnap,Sunday
orvosi,medical
kapta,obtained
válasz,answer
többnyire,mostly
téren,on the square
nincsen,is not
piac,market
díjat,charge
ezután,then
terén,on the square
folyó,river
máj,liver
világot,world
címre,to the title
jogosult,eligible
véve,in favor of
melyben,in which
egyházi,ecclesial
környezet,environment
kattintva,by clicking
csoportok,groups
fogják,are being tagged
hálózat,network
döntés,decision
szakemberek,professionals
várhatóan,expected
lehetősége,opportunity
férfiak,men
beszélni,speak
körben,round
közönség,audience
egyértelműen,obviously
fogok,I will
hamar,soon
rám,on me
jót,good
munkáját,work
kétszer,twice
lépett,stepped
napot,day
nyári,summer
jogok,rights
folyik,flow
szeretné,would like to
fórum,forum
fenn,up
véletlenül,accidentally
szokásos,usual
ezután,then
projekt,project
utat,the way
régen,long time ago
Tibor,Tibor
története,history
orvos,doctor
kezdődik,begin
kiderült,it turned out
kifejezetten,especially
zenekar,band
érték,value
hatására,as a result of
gyermekek,children
velünk,with us
alól,under
ezúttal,this time
ismeri,know
eszköz,device
számítógép,computer
magyarok,Hungarians
intel,intel
szavazás,vote
kialakult,formed
kapni,to get
leszek,I will be
partner,partner
formájában,in the form of
gyenge,weak
adnak,are given
legjobban,best
igény,need
személyek,persons
grafikus,graphic
végére,at the end of
ugyancsak,also
regionális,regional
miként,how
nőtt,grew
eredménye,result
tekintettel,in view of
játszik,play
útján,on the way
február,February
kérem,Please
alkalmazni,to apply
akart,wanted
nyolc,eight
csodálatos,wonderful
mondott,said
sajátos,particular
csökkent,decrease
vezetői,managerial
méretű,sized
tetszett,I liked it
lista,list
onnan,from there
dolgozni,to work
nyújtott,stretched
hatékony,effective
életében,in his life
gyakorlat,exercise
például,for example
halál,death
levél,letter
többsége,majority
tekintve,in terms of
köztük,including
hideg,cold
mennyi,How much
kedvező,favorable
jelszó,password
joga,yoga
végső,final
üres,empty
lásd,see
forintos,forint
városban,in town
méltó,worthy
román,Romanian
választási,election
okoz,cause
másodperc,second
fejlesztési,developmental
olvastam,I read
illetőleg,respectively
kiemelt,highlighted
megyek,counties
nappal,day
örök,eternal
átlagos,average
hír,news
hány,How many
sms,SMS
different,differential
szervezett,organized
település,settlement
minőségű,quality
író,writer
vezetett,guided
talált,found
megjelenik,appear
kívánja,wishes
rendszeres,regular
tanfolyam,course
kapsz,you get
miután,after
élt,live
alsó,lower
naponta,daily
igazság,truth
erkölcsi,moral
kutya,dog
melyeket,which
dolgozott,worked
templom,temple
szeretet,love
normális,normal
önkormányzatok,municipalities
ingyen,free
kezdte,began
hozta,brought
Mária,Mary
okt,oct
mezőgazdasági,agricultural
döntött,decided
ugyanaz,same
eső,rain
meglévő,existing
előtte,before
ugyanúgy,in the same way
igazgatója,director
kék,blue
negatív,negative
kommunikációs,communicational
egyesület,association
módszer,method
boldog,happy
kérdése,question
szabályok,rules
közölte,told
vonatkozik,apply
meglehetősen,rather
sőt,indeed
szerver,server
nálam,with me
rendszerben,in system
egymástól,from each other
állandóan,constantly
voltunk,we're
magára,on himself
nemzetközi,international
kiderül,turn out
piacon,on the market
amúgy,by the way
zsidó,Jewish
eset,case
tulajdonképpen,in fact
élnek,they live
százalék,percentage
nyelvi,linguistic
est,evening
szerződést,contract
bejelentette,announced
foglalja,occupy
verzió,version
szolgáltatást,service
környezetvédelmi,environmental
engedélyével,with the permission of
fővárosi,capital
történelem,history
nyilván,obviously
mond,tell
napos,sunny
megtalálható,can be found
szerelem,love
alkalmazása,application
használják,use
modell,model
műszaki,technical
egyrészt,on the one hand
csaknem,almost
választott,chosen
gazdaság,Economy
valakinek,to someone
vállal,undertake
kor,circle
jövőre,next year
utcai,Street
elegendő,sufficient
holnap,tomorrow
intézet,Institute
szoba,room
nyilvános,public
határozza,define
napján,day
működését,function
római,Roman
szerzői,author's
anyagot,material
kezdődött,began
akiket,whom
sosem,never
Tóth,Tóth
találtam,I found
ritkán,rarely
görög,Greek
szem,eye
amelyik,which
érzi,feel
mondják,say
értéke,value
tűnt,it seemed
rendőrség,police
kapcsolatba,contact
kínál,offer
bíróság,court
eredmények,results
japán,Japan
napokban,In the days
amelyen,on which
kisebbségi,minority
megbízható,reliable
függően,depending on
alapvetően,basically
dolgozó,working
politika,policy
életpontot,life point
kattints,click
ügyben,in case
karakter,character
könyvet,book
must,must
irodalom,literature
fia,son
számát,number
egyike,one
többé,any more
szervezeti,organizational
akarnak,they want
fajta,species
foglalt,busy
mindennapi,everyday
lemez,plate
rendkívüli,extraordinary
hoz,to
ezáltal,thereby
amit,what
szolgáltató,service provider
fejlesztése,development
népszerű,popular
természet,nature
többiek,others
összeg,amount
abba,in it
alapú,based
irodalmi,literary
tanulók,I'm learning
működési,operational
rájuk,on them
változás,change
lennie,be
kapcsolatok,relationships
változata,version
avagy,or
okozott,caused
jogot,right
sohasem,never
minőségi,quality
extra,extra
későbbi,later
keresek,I am looking for
ennyire,so much
találni,to find
játszani,to play
volt,volt
feladatokat,tasks
rendezett,tidy
időre,on time
gombra,button
fizetni,to pay
előadás,lecture
itthon,home
személyesen,personally
legfőbb,supreme
kedves,nice
fogom,I will take
véget,end
számot,number
könyvtár,library
gondolja,think
falu,village
valamely,one
helyét,place
nevében,on behalf of
képviselői,representative
ebbe,into this
környezeti,environmental
környezetben,in the environment
bármikor,anytime
brit,Briton
jelentése,meaning
bekezdés,paragraph
drága,expensive
állítja,claim
segít,help
kíváncsi,curious
kiadó,publisher
tartotta,held
magunkat,ourselves
legmagasabb,highest
természeti,natural
szövetség,covenant
diákok,students
akarom,I want
fontosabb,more important
elektromos,electronic
mély,deep
azok,those
században,century
amiben,in which
nézni,watch
elől,in front of
vannak,are
elméleti,theoretical
közeli,close
segíti,help
erről,about this
bekezdése,paragraph
terv,plan
játékos,player
hatalom,power
témában,in topic
talál,find
véleményét,opinion
játszott,played
abszolút,absolute
furcsa,strange
ajánlom,I recommend
anélkül,without that
illetően,regarding
tele,full
aránya,proportion
vizet,water
szolgál,serve
tervek,plans
beszélt,spoke
főként,mainly
illetékes,competent
veszik,take
biztosított,insured
kutatási,research
gépek,machines
telefon,phone
hiszen,because
tökéletesen,perfectly
hírek,news
kaptak,they got
egyetem,University
kiegészítő,additional
valós,real
kínai,Chinese
árak,Prices
technológia,technology
lélek,soul
kiállítás,exhibition
három,three
felhasználói,user
címed,address
tavalyi,last year
nyáron,in summer
körüli,around
hiányzik,miss
betegség,disease
értelme,meaning
hit,faith
amiket,as
amellyel,with which
játékok,games
keleti,east
lehessen,be
éjszaka,night
elfogadott,accepted
méter,meter
egység,unit
bennem,in me
tartanak,they hold on to
just,Just
kör,circle
piros,red
szombaton,on Saturday
jelzi,indicates
kereskedelmi,trade
sikert,success
alap,basis
érkezik,arrive
kinek,for who
fejét,head
Európában,in Europe
azonban,However
tegnap,yesterday
nyomán,on the basis of
végéig,until the end
általában,usually
kapható,available
korai,early
értékű,value
területi,territorial
rendelkezésére,at the disposal of
arra,there
finom,fine
téged,you
védett,protected
maximum,maximum
érintő,tangent
számunkra,for us
miniszterelnök,prime minister
ismeretek,knowledges
céljából,for the purpose of
köszönöm,Thanks
világos,clear
lényeges,essential
tétel,item
kérdésre,question
jönnek,they are coming
keresni,to search
vevő,customer
ilyet,like this
központ,center
változások,changes
szempontok,viewpoints
küldj,send
véleménye,opinion
eredményt,result
ráadásul,Moreover
saját,own
tevékenységet,activity
török,Turkish
kiadott,published
esetekben,in cases
zenét,music
isteni,divine
közelében,near
üdv,Hi
szokott,usual
nem,no
úgyhogy,so
szemmel,eye
olvasni,read
mellyel,with
ránk,on us
lehetőségét,opportunity
lettek,they became
add,add
hónapban,month
fontos,important
évet,year
vizsgálata,examination
akkori,at that time
szereti,loves
polgármester,mayor
magába,into himself
eredetileg,originally
események,events
ügy,business
remek,excellent
értek,value
sorban,in line
órát,clock
munkája,work
állat,animal
megállapodás,agreement
életre,to life
kerülő,bypass
várjuk,We are waiting for
játékot,play
közlekedési,transport
mobil,mobile
adat,data
folytatott,continued
nappali,living room
idők,time
alakul,evolve
valaha,ever
rendesen,properly
különben,otherwise
kialakítása,design
lehető,possible
titkos,secret
figyelmét,attention
éreztem,I felt
körülbelül,about
jól,well
társaság,company
másfél,one and a half
ft/db,Ft/pc
figyelemmel,with attention
biztosító,insurance
magával,with you
hozni,to bring
hajlandó,willing
változó,variable
fordult,turned
adatait,data
kivételével,except
betegek,patients
korrekt,correct
elkészült,finished
kategóriában,in the category
távoli,remote
veled,with you
önmagában,in itself
küldött,sent
emlékszem,I remember
időszak,period
helyzetet,position
lényege,essence
hazánkban,in our country
ellentétben,unlike
töltött,filled
megfelel,correspond
alacsonyabb,lower
nála,with him
fény,light
pályázatot,tender
véletlen,coincidence
nyílik,open
rég,long ago
tudomány,science
millió,million
akarta,he wanted
miszerint,as
mindig,always
állatok,animals
kormányzati,governmental
kötet,volume
körű,circular
adják,give
témák,themes
lennék,I would be
alapja,base
ezeket,these
Ltd.,Ltd.
hiánya,deficiency
írásbeli,written
kiss,Kiss
